,series-id,measurement,num-measurements,location-id,location-name,longitude,latitude,phenomenon,reference-value-lower,reference-value-upper,reference-value-color
3433,7204,8.0,2,1240,47E715 - Zuienkerke,3.174984201680884,51.2458642166759,Nitrogen dioxide,-10.0,20.0,#0000FF
3440,99932,8.95,2,1190,43R221 - Liège,5.627835290852657,50.65844441678666,Temperature,5.0,10.0,#00FF00
3453,7203,0.0,2,1240,47E715 - Zuienkerke,3.174984201680884,51.2458642166759,Nitrogen monoxide,-10.0,20.0,#0000FF
3462,6348,45.25,2,1073,40SZ01 - Steenokkerzeel,4.504183323312318,50.91457613716692,Nitrogen dioxide,20.0,50.0,#0099FF
3473,6347,11.75,2,1073,40SZ01 - Steenokkerzeel,4.504183323312318,50.91457613716692,Nitrogen monoxide,-10.0,20.0,#0000FF
3480,99929,9.575,2,1171,43M204 - Angleur,5.611149762819439,50.61192270655334,Temperature,5.0,10.0,#00FF00
3490,99926,8.899999999999999,2,1170,43H201 - Liège,5.547464182570818,50.62499156889817,Temperature,5.0,10.0,#00FF00
3494,6487,0.335,1,1107,40ZL01 - Zelzate,3.808400323951653,51.20314142607233,Benzene,,,#888888
3501,99923,7.75,2,1220,45R511 - Marcinelle,4.424700450402466,50.37759210212818,Temperature,5.0,10.0,#00FF00
3511,99920,7.825,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Temperature,5.0,10.0,#00FF00
3524,7206,0.25,2,1241,47E716 - Mariakerke,3.6828130172031206,51.06698790152168,Nitrogen monoxide,-10.0,20.0,#0000FF
3533,7207,20.5,2,1241,47E716 - Mariakerke,3.6828130172031206,51.06698790152168,Nitrogen dioxide,20.0,50.0,#0099FF
3543,7105,28.25,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Nitrogen dioxide,20.0,50.0,#0099FF
3554,7104,1.0,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Nitrogen monoxide,-10.0,20.0,#0000FF
3564,7110,5.0,2,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Nitrogen monoxide,-10.0,20.0,#0000FF
3573,7111,48.0,2,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Nitrogen dioxide,20.0,50.0,#0099FF
3584,7115,18.25,2,1213,44R740 - Sint-Kruiswinkel,3.80873543041274,51.15013609000081,Ozone,-10.0,25.0,#0000FF
3585,99940,2.4375,2,1122,41R012 - Uccle,4.358538856351676,50.79663163849799,Wind Speed (scalar),,,#888888
3593,7107,14.57,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Particulate Matter < 2.5 µm,10.5,15.0,#009900
3603,7106,21.4,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Particulate Matter < 10 µm,20.0,30.0,#009900
3615,7121,1.5,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Nitrogen monoxide,-10.0,20.0,#0000FF
3623,6153,25.65,2,1031,40AL02 - Beveren,4.234832753144059,51.30452079034428,Particulate Matter < 10 µm,20.0,30.0,#009900
3635,7000,6.521000000000001,2,1191,43R222 - Seraing,5.57022281411258,50.61341250148202,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
3643,6152,22.15,2,1030,40AL01 - Linkeroever,4.385223684454717,51.23619419990248,Particulate Matter < 10 µm,20.0,30.0,#009900
3652,6155,16.45,2,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 2.5 µm,15.0,25.0,#00FF00
3664,7122,30.25,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Nitrogen dioxide,20.0,50.0,#0099FF
3672,6154,17.155,2,1031,40AL02 - Beveren,4.234832753144059,51.30452079034428,Particulate Matter < 2.5 µm,15.0,25.0,#00FF00
3685,7001,3.6205,2,1191,43R222 - Seraing,5.57022281411258,50.61341250148202,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
3693,6157,21.65,2,1034,40AL05 - Beveren,4.278889821667828,51.2631177168737,Particulate Matter < 10 µm,20.0,30.0,#009900
3702,7125,31.25,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Particulate Matter < 10 µm,30.0,40.0,#00FF00
3715,7004,1.0,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Sulphur dioxide,-5.0,25.0,#0000FF
3725,7003,0.2475,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Carbon Monoxide,-10.0,100.0,#0000FF
3732,6156,16.215,2,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 2.5 µm,15.0,25.0,#00FF00
3744,11021,43.75,2,1754,BETVBX1 - Brussel (Rue de Grand Ile),4.346090383271134,50.846081614357104,Nitrogen dioxide,20.0,50.0,#0099FF
3754,7006,26.75,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Nitrogen dioxide,20.0,50.0,#0099FF
3765,11020,4.25,2,1754,BETVBX1 - Brussel (Rue de Grand Ile),4.346090383271134,50.846081614357104,Nitrogen monoxide,-10.0,20.0,#0000FF
3775,7005,6.25,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Nitrogen monoxide,-10.0,20.0,#0000FF
3783,6158,13.629999999999999,2,1034,40AL05 - Beveren,4.278889821667828,51.2631177168737,Particulate Matter < 2.5 µm,10.5,15.0,#009900
3795,6151,0.8625,2,1030,40AL01 - Linkeroever,4.385223684454717,51.23619419990248,Black Carbon,-10.0,1.0,#0000FF
3803,11023,57.5,2,1755,BETVBX2 - Brussel (Rue des Tanneurs),4.346831357738299,50.84028350969509,Nitrogen dioxide,50.0,70.0,#009900
3815,11022,17.5,2,1755,BETVBX2 - Brussel (Rue des Tanneurs),4.346831357738299,50.84028350969509,Nitrogen monoxide,-10.0,20.0,#0000FF
3825,7119,0.1775,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Carbon Monoxide,-10.0,100.0,#0000FF
3834,7132,39.5,2,1217,45R501 - Charleroi,4.452171781049856,50.40931145201499,Nitrogen dioxide,20.0,50.0,#0099FF
3845,7131,9.75,2,1217,45R501 - Charleroi,4.452171781049856,50.40931145201499,Nitrogen monoxide,-10.0,20.0,#0000FF
3854,7136,6.521,2,1217,45R501 - Charleroi,4.452171781049856,50.40931145201499,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
3864,7135,11.021,2,1217,45R501 - Charleroi,4.452171781049856,50.40931145201499,Particulate Matter < 10 µm,10.0,20.0,#0099FF
3875,7014,1.0,2,1195,43R240 - Engis,5.39744605012733,50.58361434736873,Sulphur dioxide,-5.0,25.0,#0000FF
3885,7017,10.5,2,1195,43R240 - Engis,5.39744605012733,50.58361434736873,Nitrogen dioxide,-10.0,20.0,#0000FF
3895,7016,0.75,2,1195,43R240 - Engis,5.39744605012733,50.58361434736873,Nitrogen monoxide,-10.0,20.0,#0000FF
3904,6281,25.25,2,1059,40LD02 - Laakdal,5.021545977609839,51.12038413709952,Nitrogen dioxide,20.0,50.0,#0099FF
3915,6280,1.25,2,1059,40LD02 - Laakdal,5.021545977609839,51.12038413709952,Nitrogen monoxide,-10.0,20.0,#0000FF
3916,6283,0.985,1,1059,40LD02 - Laakdal,5.021545977609839,51.12038413709952,Benzene,,,#888888
3926,7129,0.23249999999999998,2,1217,45R501 - Charleroi,4.452171781049856,50.40931145201499,Carbon Monoxide,-10.0,100.0,#0000FF
3936,7008,9.521,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
3945,7009,8.2875,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
3955,7143,14.271,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Particulate Matter < 10 µm,10.0,20.0,#0099FF
3966,7022,0.843,2,1195,43R240 - Engis,5.39744605012733,50.58361434736873,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
3976,7142,16.75,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Ozone,-10.0,25.0,#0000FF
3986,7021,2.521,2,1195,43R240 - Engis,5.39744605012733,50.58361434736873,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
3995,7144,7.7295,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
4005,7149,7.73,2,1219,45R510 - Châtelineau,4.521130208130443,50.41643335953812,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
4014,99998,11.985,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4025,7148,13.521,2,1219,45R510 - Châtelineau,4.521130208130443,50.41643335953812,Particulate Matter < 10 µm,10.0,20.0,#0099FF
4034,99999,13.629999999999999,2,1048,40HB23 - Hoboken,4.341005064562842,51.17029803843545,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4044,99997,12.455,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4054,99994,13.865,2,1127,42M802 - Antwerpen,4.42439900693533,51.2609897074671,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4065,7141,34.5,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Nitrogen dioxide,20.0,50.0,#0099FF
4075,7020,40.25,2,1195,43R240 - Engis,5.39744605012733,50.58361434736873,Ozone,25.0,50.0,#0099FF
4086,7140,6.75,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Nitrogen monoxide,-10.0,20.0,#0000FF
4091,11009,1009.25,2,1118,41R001 - Molenbeek-Saint-Jean,4.333819707712013,50.84966548806808,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
4101,11001,1008.75,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
4110,11000,1010.5,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Atmospheric  Pressure,1010.0,1020.0,#FF6600
4121,11003,1008.75,2,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
4130,11002,1012.0,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Atmospheric  Pressure,1010.0,1020.0,#FF6600
4140,11004,1010.0999999999999,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Atmospheric  Pressure,1010.0,1020.0,#FF6600
4150,11007,1012.5,2,1127,42M802 - Antwerpen,4.42439900693533,51.2609897074671,Atmospheric  Pressure,1010.0,1020.0,#FF6600
4165,7033,33.0,2,1198,44M705 - Roeselare,3.152401590470008,50.945359241350495,Ozone,25.0,50.0,#0099FF
4175,7032,26.0,2,1198,44M705 - Roeselare,3.152401590470008,50.945359241350495,Nitrogen dioxide,20.0,50.0,#0099FF
4186,7155,0.7925,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Black Carbon,-10.0,1.0,#0000FF
4196,7158,2.0,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Sulphur dioxide,-5.0,25.0,#0000FF
4206,7157,0.2225,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Carbon Monoxide,-10.0,100.0,#0000FF
4216,7039,0.0,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Nitrogen monoxide,-10.0,20.0,#0000FF
4226,7159,10.75,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Nitrogen monoxide,-10.0,20.0,#0000FF
4236,7031,10.75,2,1198,44M705 - Roeselare,3.152401590470008,50.945359241350495,Nitrogen monoxide,-10.0,20.0,#0000FF
4246,7152,3.62,2,1220,45R511 - Marcinelle,4.424700450402466,50.37759210212818,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
4256,7151,8.021,2,1220,45R511 - Marcinelle,4.424700450402466,50.37759210212818,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
4265,11019,1.3199999999999998,2,1751,40DU07 - Deurne,4.448749903341609,51.22638859104361,Black Carbon,1.0,2.0,#0099FF
4276,7029,0.7975,2,1198,44M705 - Roeselare,3.152401590470008,50.945359241350495,Black Carbon,-10.0,1.0,#0000FF
4286,7046,0.0,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Nitrogen monoxide,-10.0,20.0,#0000FF
4294,7048,57.5,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Ozone,50.0,70.0,#009900
4306,7047,4.0,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Nitrogen dioxide,-10.0,20.0,#0000FF
4314,10929,22.4,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Particulate Matter < 10 µm,20.0,30.0,#009900
4325,10928,45.25,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Nitrogen dioxide,20.0,50.0,#0099FF
4327,10807,98.0,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Relative Humidity,95.5,999.0,#660000
4337,10809,96.25,2,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Relative Humidity,95.5,999.0,#660000
4356,7040,9.5,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Nitrogen dioxide,-10.0,20.0,#0000FF
4365,7160,34.25,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Nitrogen dioxide,20.0,50.0,#0099FF
4374,7042,20.15,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Particulate Matter < 10 µm,20.0,30.0,#009900
4385,7163,7.004,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
4395,7041,43.5,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Ozone,25.0,50.0,#0099FF
4405,7162,11.771,2,1221,45R512 - Marchienne,4.395897117039239,50.40781019941674,Particulate Matter < 10 µm,10.0,20.0,#0099FF
4408,10811,94.5,2,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Relative Humidity,90.5,95.5,#990000
4425,10931,1.245,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Black Carbon,1.0,2.0,#0099FF
4427,10810,99.75,2,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Relative Humidity,95.5,999.0,#660000
4437,10934,0.5,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Ammonia,,,#888888
4438,10813,95.5,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Relative Humidity,95.5,999.0,#660000
4448,10812,100.0,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Relative Humidity,95.5,999.0,#660000
4465,10936,13.865,2,1746,42ZD08 - Zwijndrecht (Neerstraat),4.331523918163801,51.22730931433447,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4469,10815,94.25,2,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Relative Humidity,90.5,95.5,#990000
4485,10935,20.65,2,1746,42ZD08 - Zwijndrecht (Neerstraat),4.331523918163801,51.22730931433447,Particulate Matter < 10 µm,20.0,30.0,#009900
4489,10814,94.0,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Relative Humidity,90.5,95.5,#990000
4505,10938,14.100000000000001,2,1745,42ZD01 - Zwijndrecht (Binnenplein),4.325923016227131,51.21549671223492,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4508,10817,100.0,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Relative Humidity,95.5,999.0,#660000
4525,10937,21.4,2,1745,42ZD01 - Zwijndrecht (Binnenplein),4.325923016227131,51.21549671223492,Particulate Matter < 10 µm,20.0,30.0,#009900
4528,10816,100.0,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Relative Humidity,95.5,999.0,#660000
4544,10930,15.04,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Particulate Matter < 2.5 µm,15.0,25.0,#00FF00
4557,7176,1.5,2,1231,47E007 - Sint-Pieters-Leeuw,4.252628452872855,50.79529862668815,Nitrogen monoxide,-10.0,20.0,#0000FF
4565,7055,11.045,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4576,7054,15.9,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Particulate Matter < 10 µm,10.0,20.0,#0099FF
4587,7177,13.5,2,1231,47E007 - Sint-Pieters-Leeuw,4.252628452872855,50.79529862668815,Nitrogen dioxide,-10.0,20.0,#0000FF
4597,7179,1.0,2,1232,47E008 - Grimbergen,4.395920014137026,50.92609511609199,Nitrogen monoxide,-10.0,20.0,#0000FF
4605,10939,23.15,2,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Particulate Matter < 10 µm,20.0,30.0,#009900
4608,10818,100.0,2,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Relative Humidity,95.5,999.0,#660000
4627,10701,5.0,2,1190,43R221 - Liège,5.627835290852657,50.65844441678666,Ozone,-10.0,25.0,#0000FF
4628,10822,98.25,2,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Relative Humidity,95.5,999.0,#660000
4638,10943,99.0,2,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Relative Humidity,95.5,999.0,#660000
4656,10700,32.25,2,1190,43R221 - Liège,5.627835290852657,50.65844441678666,Nitrogen dioxide,20.0,50.0,#0099FF
4658,10821,98.5,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Relative Humidity,95.5,999.0,#660000
4675,10942,0.8,2,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Temperature,0.0,5.0,#009900
4686,10703,42.75,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Nitrogen dioxide,20.0,50.0,#0099FF
4695,10945,29.9,2,1748,42AL10 - Antwerpen (Blancefloerlaan),4.36845719475613,51.2198905580466,Particulate Matter < 10 µm,20.0,30.0,#009900
4699,10824,92.75,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Relative Humidity,90.5,95.5,#990000
4711,10944,1010.0,2,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Atmospheric  Pressure,1010.0,1020.0,#FF6600
4727,10702,6.5,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Nitrogen monoxide,-10.0,20.0,#0000FF
4730,10823,88.0,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Relative Humidity,80.5,90.5,#FF0000
4745,10705,11.985,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4756,10704,18.15,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 10 µm,10.0,20.0,#0099FF
4765,10946,14.805,2,1748,42AL10 - Antwerpen (Blancefloerlaan),4.36845719475613,51.2198905580466,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4768,10825,98.5,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Relative Humidity,95.5,999.0,#660000
4787,10707,1.25,2,1716,47E814 - Ham,5.129718074812025,51.08218722351412,Nitrogen monoxide,-10.0,20.0,#0000FF
4796,10828,29.75,2,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Ozone,25.0,50.0,#0099FF
4807,10706,0.8200000000000001,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Black Carbon,-10.0,1.0,#0000FF
4810,10827,89.0,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Relative Humidity,80.5,90.5,#FF0000
4819,10820,91.0,2,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Relative Humidity,90.5,95.5,#990000
4835,10940,13.629999999999999,2,1747,42AL09 - Antwerpen (Van Averbekelaan),4.376531512921879,51.22981341815649,Particulate Matter < 2.5 µm,10.5,15.0,#009900
4847,7066,2.75,2,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Nitrogen monoxide,-10.0,20.0,#0000FF
4856,7186,34.0,2,1234,47E013 - Vorst,4.328384665101021,50.81170089402077,Nitrogen dioxide,20.0,50.0,#0099FF
4866,7067,26.25,2,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Nitrogen dioxide,20.0,50.0,#0099FF
4876,7069,16.4,2,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Particulate Matter < 10 µm,10.0,20.0,#0099FF
4886,7180,25.25,2,1232,47E008 - Grimbergen,4.395920014137026,50.92609511609199,Nitrogen dioxide,20.0,50.0,#0099FF
4896,7183,38.5,2,1233,47E009 - Zemst,4.435416984927743,50.95491668793455,Nitrogen dioxide,20.0,50.0,#0099FF
4907,7062,0.5,2,1205,44N051 - Idegem,3.930293237601761,50.79891560368916,Nitrogen monoxide,-10.0,20.0,#0000FF
4917,7182,1.25,2,1233,47E009 - Zemst,4.435416984927743,50.95491668793455,Nitrogen monoxide,-10.0,20.0,#0000FF
4927,7185,2.0,2,1234,47E013 - Vorst,4.328384665101021,50.81170089402077,Nitrogen monoxide,-10.0,20.0,#0000FF
4936,7064,35.0,2,1205,44N051 - Idegem,3.930293237601761,50.79891560368916,Ozone,25.0,50.0,#0099FF
4947,7063,12.75,2,1205,44N051 - Idegem,3.930293237601761,50.79891560368916,Nitrogen dioxide,-10.0,20.0,#0000FF
4956,7078,29.25,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Ozone,25.0,50.0,#0099FF
4967,7071,0.22999999999999998,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Carbon Monoxide,-10.0,100.0,#0000FF
4977,7073,5.5,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Nitrogen monoxide,-10.0,20.0,#0000FF
4987,7194,0.5,2,1237,47E703 - Oosteeklo,3.6872957563519857,51.19031704157261,Nitrogen monoxide,-10.0,20.0,#0000FF
4996,7074,36.0,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Nitrogen dioxide,20.0,50.0,#0099FF
5007,7195,13.0,2,1237,47E703 - Oosteeklo,3.6872957563519857,51.19031704157261,Nitrogen dioxide,-10.0,20.0,#0000FF
5008,10800,100.0,2,1171,43M204 - Angleur,5.611149762819439,50.61192270655334,Relative Humidity,95.5,999.0,#660000
5018,10802,98.0,2,1190,43R221 - Liège,5.627835290852657,50.65844441678666,Relative Humidity,95.5,999.0,#660000
5028,10801,99.0,2,1183,43N113 - Sainte-Ode,5.593016914066444,50.02702901734794,Relative Humidity,95.5,999.0,#660000
5038,10804,99.0,2,1218,45R502 - Lodelinsart,4.458680858021719,50.428995392896255,Relative Humidity,95.5,999.0,#660000
5048,10803,100.0,2,1192,43R223 - Jemeppe,5.5164047551429976,50.62067087883932,Relative Humidity,95.5,999.0,#660000
5067,10927,17.5,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Nitrogen monoxide,-10.0,20.0,#0000FF
5068,10806,100.0,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Relative Humidity,95.5,999.0,#660000
5078,10805,98.0,2,1220,45R511 - Marcinelle,4.424700450402466,50.37759210212818,Relative Humidity,95.5,999.0,#660000
5095,7087,11.280000000000001,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Particulate Matter < 2.5 µm,10.5,15.0,#009900
5107,7089,1.0,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Nitrogen monoxide,-10.0,20.0,#0000FF
5116,7086,17.9,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Particulate Matter < 10 µm,10.0,20.0,#0099FF
5126,7091,31.5,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Ozone,25.0,50.0,#0099FF
5136,7090,26.75,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Nitrogen dioxide,20.0,50.0,#0099FF
5146,7092,18.4,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Particulate Matter < 10 µm,10.0,20.0,#0099FF
5157,7095,0.0,2,1210,44R721 - Wondelgem,3.7161193706960174,51.088957723664365,Sulphur dioxide,-5.0,25.0,#0000FF
5166,7097,24.5,2,1210,44R721 - Wondelgem,3.7161193706960174,51.088957723664365,Nitrogen dioxide,20.0,50.0,#0099FF
5177,7096,2.0,2,1210,44R721 - Wondelgem,3.7161193706960174,51.088957723664365,Nitrogen monoxide,-10.0,20.0,#0000FF
5178,99916,2.9775,2,1118,41R001 - Molenbeek-Saint-Jean,4.333819707712013,50.84966548806808,Wind Speed (scalar),,,#888888
5185,99917,7.225,2,1118,41R001 - Molenbeek-Saint-Jean,4.333819707712013,50.84966548806808,Temperature,5.0,10.0,#00FF00
5189,99915,211.0,2,1118,41R001 - Molenbeek-Saint-Jean,4.333819707712013,50.84966548806808,Wind Direction,,,#888888
5196,99911,8.475,2,1127,42M802 - Antwerpen,4.42439900693533,51.2609897074671,Temperature,5.0,10.0,#00FF00
5200,99901,5.5975,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Wind Speed (scalar),,,#888888
5207,99902,7.3,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Temperature,5.0,10.0,#00FF00
5211,99900,209.0,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Wind Direction,,,#888888
